DATE,CODE,RAW DATE,DAY,MONTH,YEAR,VALUE (US$)
1980-09-01,IFS12_PETROLEUM12,1980-09-01T00:00:00-03:00,1,9,1980,31.91
1980-10-01,IFS12_PETROLEUM12,1980-10-01T00:00:00-03:00,1,10,1980,37.25
1980-11-01,IFS12_PETROLEUM12,1980-11-01T00:00:00-03:00,1,11,1980,40.97
1980-12-01,IFS12_PETROLEUM12,1980-12-01T00:00:00-02:00,1,12,1980,39.05
1981-01-01,IFS12_PETROLEUM12,1981-01-01T00:00:00-02:00,1,1,1981,38.69
1981-02-01,IFS12_PETROLEUM12,1981-02-01T00:00:00-02:00,1,2,1981,36.75
1981-03-01,IFS12_PETROLEUM12,1981-03-01T00:00:00-03:00,1,3,1981,36.44
1981-04-01,IFS12_PETROLEUM12,1981-04-01T00:00:00-03:00,1,4,1981,35.7
1981-05-01,IFS12_PETROLEUM12,1981-05-01T00:00:00-03:00,1,5,1981,33.32
1981-06-01,IFS12_PETROLEUM12,1981-06-01T00:00:00-03:00,1,6,1981,31.6
1981-07-01,IFS12_PETROLEUM12,1981-07-01T00:00:00-03:00,1,7,1981,31.63
1981-08-01,IFS12_PETROLEUM12,1981-08-01T00:00:00-03:00,1,8,1981,31.99
1981-09-01,IFS12_PETROLEUM12,1981-09-01T00:00:00-03:00,1,9,1981,31.77
1981-10-01,IFS12_PETROLEUM12,1981-10-01T00:00:00-03:00,1,10,1981,32.61
1981-11-01,IFS12_PETROLEUM12,1981-11-01T00:00:00-03:00,1,11,1981,34.05
1981-12-01,IFS12_PETROLEUM12,1981-12-01T00:00:00-02:00,1,12,1981,33.91
1982-01-01,IFS12_PETROLEUM12,1982-01-01T00:00:00-02:00,1,1,1982,33.81
1982-02-01,IFS12_PETROLEUM12,1982-02-01T00:00:00-02:00,1,2,1982,29.96
1982-03-01,IFS12_PETROLEUM12,1982-03-01T00:00:00-03:00,1,3,1982,28.25
1982-04-01,IFS12_PETROLEUM12,1982-04-01T00:00:00-03:00,1,4,1982,30.44
1982-05-01,IFS12_PETROLEUM12,1982-05-01T00:00:00-03:00,1,5,1982,33.22
1982-06-01,IFS12_PETROLEUM12,1982-06-01T00:00:00-03:00,1,6,1982,32.66
1982-07-01,IFS12_PETROLEUM12,1982-07-01T00:00:00-03:00,1,7,1982,31.49
1982-08-01,IFS12_PETROLEUM12,1982-08-01T00:00:00-03:00,1,8,1982,31.05
1982-09-01,IFS12_PETROLEUM12,1982-09-01T00:00:00-03:00,1,9,1982,32.88
1982-10-01,IFS12_PETROLEUM12,1982-10-01T00:00:00-03:00,1,10,1982,33.23
1982-11-01,IFS12_PETROLEUM12,1982-11-01T00:00:00-03:00,1,11,1982,31.48
1982-12-01,IFS12_PETROLEUM12,1982-12-01T00:00:00-02:00,1,12,1982,30.06
1983-01-01,IFS12_PETROLEUM12,1983-01-01T00:00:00-02:00,1,1,1983,30.44
1983-02-01,IFS12_PETROLEUM12,1983-02-01T00:00:00-02:00,1,2,1983,28.91
1983-03-01,IFS12_PETROLEUM12,1983-03-01T00:00:00-03:00,1,3,1983,28.13
1983-04-01,IFS12_PETROLEUM12,1983-04-01T00:00:00-03:00,1,4,1983,29.49
1983-05-01,IFS12_PETROLEUM12,1983-05-01T00:00:00-03:00,1,5,1983,29.16
1983-06-01,IFS12_PETROLEUM12,1983-06-01T00:00:00-03:00,1,6,1983,29.79
1983-07-01,IFS12_PETROLEUM12,1983-07-01T00:00:00-03:00,1,7,1983,30.35
1983-08-01,IFS12_PETROLEUM12,1983-08-01T00:00:00-03:00,1,8,1983,30.55
1983-09-01,IFS12_PETROLEUM12,1983-09-01T00:00:00-03:00,1,9,1983,29.99
1983-10-01,IFS12_PETROLEUM12,1983-10-01T00:00:00-03:00,1,10,1983,29.39
1983-11-01,IFS12_PETROLEUM12,1983-11-01T00:00:00-03:00,1,11,1983,28.92
1983-12-01,IFS12_PETROLEUM12,1983-12-01T00:00:00-02:00,1,12,1983,28.51
1984-01-01,IFS12_PETROLEUM12,1984-01-01T00:00:00-02:00,1,1,1984,28.98
1984-02-01,IFS12_PETROLEUM12,1984-02-01T00:00:00-02:00,1,2,1984,29.17
1984-03-01,IFS12_PETROLEUM12,1984-03-01T00:00:00-03:00,1,3,1984,29.55
1984-04-01,IFS12_PETROLEUM12,1984-04-01T00:00:00-03:00,1,4,1984,29.53
1984-05-01,IFS12_PETROLEUM12,1984-05-01T00:00:00-03:00,1,5,1984,29.42
1984-06-01,IFS12_PETROLEUM12,1984-06-01T00:00:00-03:00,1,6,1984,28.99
1984-07-01,IFS12_PETROLEUM12,1984-07-01T00:00:00-03:00,1,7,1984,27.9
1984-08-01,IFS12_PETROLEUM12,1984-08-01T00:00:00-03:00,1,8,1984,28.19
1984-09-01,IFS12_PETROLEUM12,1984-09-01T00:00:00-03:00,1,9,1984,28.35
1984-10-01,IFS12_PETROLEUM12,1984-10-01T00:00:00-03:00,1,10,1984,28.0
1984-11-01,IFS12_PETROLEUM12,1984-11-01T00:00:00-03:00,1,11,1984,27.59
1984-12-01,IFS12_PETROLEUM12,1984-12-01T00:00:00-02:00,1,12,1984,26.88
1985-01-01,IFS12_PETROLEUM12,1985-01-01T00:00:00-02:00,1,1,1985,26.63
1985-02-01,IFS12_PETROLEUM12,1985-02-01T00:00:00-02:00,1,2,1985,27.56
1985-03-01,IFS12_PETROLEUM12,1985-03-01T00:00:00-03:00,1,3,1985,27.91
1985-04-01,IFS12_PETROLEUM12,1985-04-01T00:00:00-03:00,1,4,1985,27.84
1985-05-01,IFS12_PETROLEUM12,1985-05-01T00:00:00-03:00,1,5,1985,26.66
1985-06-01,IFS12_PETROLEUM12,1985-06-01T00:00:00-03:00,1,6,1985,26.35
1985-07-01,IFS12_PETROLEUM12,1985-07-01T00:00:00-03:00,1,7,1985,26.63
1985-08-01,IFS12_PETROLEUM12,1985-08-01T00:00:00-03:00,1,8,1985,27.13
1985-09-01,IFS12_PETROLEUM12,1985-09-01T00:00:00-03:00,1,9,1985,27.52
1985-10-01,IFS12_PETROLEUM12,1985-10-01T00:00:00-03:00,1,10,1985,28.29
1985-11-01,IFS12_PETROLEUM12,1985-11-01T00:00:00-03:00,1,11,1985,29.18
1985-12-01,IFS12_PETROLEUM12,1985-12-01T00:00:00-02:00,1,12,1985,26.75
1986-01-01,IFS12_PETROLEUM12,1986-01-01T00:00:00-02:00,1,1,1986,22.33
1986-02-01,IFS12_PETROLEUM12,1986-02-01T00:00:00-02:00,1,2,1986,16.38
1986-03-01,IFS12_PETROLEUM12,1986-03-01T00:00:00-03:00,1,3,1986,12.77
1986-04-01,IFS12_PETROLEUM12,1986-04-01T00:00:00-03:00,1,4,1986,11.89
1986-05-01,IFS12_PETROLEUM12,1986-05-01T00:00:00-03:00,1,5,1986,13.49
1986-06-01,IFS12_PETROLEUM12,1986-06-01T00:00:00-03:00,1,6,1986,11.95
1986-07-01,IFS12_PETROLEUM12,1986-07-01T00:00:00-03:00,1,7,1986,9.88
1986-08-01,IFS12_PETROLEUM12,1986-08-01T00:00:00-03:00,1,8,1986,13.42
1986-09-01,IFS12_PETROLEUM12,1986-09-01T00:00:00-03:00,1,9,1986,14.03
1986-10-01,IFS12_PETROLEUM12,1986-10-01T00:00:00-03:00,1,10,1986,14.01
1986-11-01,IFS12_PETROLEUM12,1986-11-01T00:00:00-03:00,1,11,1986,14.47
1986-12-01,IFS12_PETROLEUM12,1986-12-01T00:00:00-02:00,1,12,1986,15.44
1987-01-01,IFS12_PETROLEUM12,1987-01-01T00:00:00-02:00,1,1,1987,18.1
1987-02-01,IFS12_PETROLEUM12,1987-02-01T00:00:00-02:00,1,2,1987,17.28
1987-03-01,IFS12_PETROLEUM12,1987-03-01T00:00:00-03:00,1,3,1987,17.74
1987-04-01,IFS12_PETROLEUM12,1987-04-01T00:00:00-03:00,1,4,1987,18.05
1987-05-01,IFS12_PETROLEUM12,1987-05-01T00:00:00-03:00,1,5,1987,18.41
1987-06-01,IFS12_PETROLEUM12,1987-06-01T00:00:00-03:00,1,6,1987,18.71
1987-07-01,IFS12_PETROLEUM12,1987-07-01T00:00:00-03:00,1,7,1987,19.62
1987-08-01,IFS12_PETROLEUM12,1987-08-01T00:00:00-03:00,1,8,1987,18.88
1987-09-01,IFS12_PETROLEUM12,1987-09-01T00:00:00-03:00,1,9,1987,18.32
1987-10-01,IFS12_PETROLEUM12,1987-10-01T00:00:00-03:00,1,10,1987,18.63
1987-11-01,IFS12_PETROLEUM12,1987-11-01T00:00:00-03:00,1,11,1987,17.87
1987-12-01,IFS12_PETROLEUM12,1987-12-01T00:00:00-02:00,1,12,1987,16.77
1988-01-01,IFS12_PETROLEUM12,1988-01-01T00:00:00-02:00,1,1,1988,16.5
1988-02-01,IFS12_PETROLEUM12,1988-02-01T00:00:00-02:00,1,2,1988,15.9
1988-03-01,IFS12_PETROLEUM12,1988-03-01T00:00:00-03:00,1,3,1988,14.86
1988-04-01,IFS12_PETROLEUM12,1988-04-01T00:00:00-03:00,1,4,1988,16.42
1988-05-01,IFS12_PETROLEUM12,1988-05-01T00:00:00-03:00,1,5,1988,16.36
1988-06-01,IFS12_PETROLEUM12,1988-06-01T00:00:00-03:00,1,6,1988,15.49
1988-07-01,IFS12_PETROLEUM12,1988-07-01T00:00:00-03:00,1,7,1988,14.47
1988-08-01,IFS12_PETROLEUM12,1988-08-01T00:00:00-03:00,1,8,1988,14.57
1988-09-01,IFS12_PETROLEUM12,1988-09-01T00:00:00-03:00,1,9,1988,13.22
1988-10-01,IFS12_PETROLEUM12,1988-10-01T00:00:00-03:00,1,10,1988,12.23
1988-11-01,IFS12_PETROLEUM12,1988-11-01T00:00:00-03:00,1,11,1988,12.53
1988-12-01,IFS12_PETROLEUM12,1988-12-01T00:00:00-02:00,1,12,1988,14.68
1989-01-01,IFS12_PETROLEUM12,1989-01-01T00:00:00-02:00,1,1,1989,16.45
1989-02-01,IFS12_PETROLEUM12,1989-02-01T00:00:00-02:00,1,2,1989,16.52
1989-03-01,IFS12_PETROLEUM12,1989-03-01T00:00:00-03:00,1,3,1989,18.1
1989-04-01,IFS12_PETROLEUM12,1989-04-01T00:00:00-03:00,1,4,1989,19.39
1989-05-01,IFS12_PETROLEUM12,1989-05-01T00:00:00-03:00,1,5,1989,18.22
1989-06-01,IFS12_PETROLEUM12,1989-06-01T00:00:00-03:00,1,6,1989,17.8
1989-07-01,IFS12_PETROLEUM12,1989-07-01T00:00:00-03:00,1,7,1989,17.67
1989-08-01,IFS12_PETROLEUM12,1989-08-01T00:00:00-03:00,1,8,1989,16.87
1989-09-01,IFS12_PETROLEUM12,1989-09-01T00:00:00-03:00,1,9,1989,17.69
1989-10-01,IFS12_PETROLEUM12,1989-10-01T00:00:00-03:00,1,10,1989,18.41
1989-11-01,IFS12_PETROLEUM12,1989-11-01T00:00:00-03:00,1,11,1989,18.38
1989-12-01,IFS12_PETROLEUM12,1989-12-01T00:00:00-02:00,1,12,1989,19.37
1990-01-01,IFS12_PETROLEUM12,1990-01-01T00:00:00-02:00,1,1,1990,20.3650724637681
1990-02-01,IFS12_PETROLEUM12,1990-02-01T00:00:00-02:00,1,2,1990,19.5288333333333
1990-03-01,IFS12_PETROLEUM12,1990-03-01T00:00:00-03:00,1,3,1990,18.2207575757576
1990-04-01,IFS12_PETROLEUM12,1990-04-01T00:00:00-03:00,1,4,1990,16.5677777777778
1990-05-01,IFS12_PETROLEUM12,1990-05-01T00:00:00-03:00,1,5,1990,16.5875362318841
1990-06-01,IFS12_PETROLEUM12,1990-06-01T00:00:00-03:00,1,6,1990,15.1755555555556
1990-07-01,IFS12_PETROLEUM12,1990-07-01T00:00:00-03:00,1,7,1990,17.1368181818182
1990-08-01,IFS12_PETROLEUM12,1990-08-01T00:00:00-03:00,1,8,1990,26.395652173913
1990-09-01,IFS12_PETROLEUM12,1990-09-01T00:00:00-03:00,1,9,1990,32.8563333333333
1990-10-01,IFS12_PETROLEUM12,1990-10-01T00:00:00-03:00,1,10,1990,34.6708695652174
1990-11-01,IFS12_PETROLEUM12,1990-11-01T00:00:00-03:00,1,11,1990,31.1451515151515
1990-12-01,IFS12_PETROLEUM12,1990-12-01T00:00:00-02:00,1,12,1990,26.0865079365079
1991-01-01,IFS12_PETROLEUM12,1991-01-01T00:00:00-02:00,1,1,1991,22.8597101449275
1991-02-01,IFS12_PETROLEUM12,1991-02-01T00:00:00-02:00,1,2,1991,18.1585
1991-03-01,IFS12_PETROLEUM12,1991-03-01T00:00:00-03:00,1,3,1991,18.1460317460317
1991-04-01,IFS12_PETROLEUM12,1991-04-01T00:00:00-03:00,1,4,1991,18.5089393939394
1991-05-01,IFS12_PETROLEUM12,1991-05-01T00:00:00-03:00,1,5,1991,18.8091304347826
1991-06-01,IFS12_PETROLEUM12,1991-06-01T00:00:00-03:00,1,6,1991,17.926
1991-07-01,IFS12_PETROLEUM12,1991-07-01T00:00:00-03:00,1,7,1991,19.0317391304348
1991-08-01,IFS12_PETROLEUM12,1991-08-01T00:00:00-03:00,1,8,1991,19.360303030303
1991-09-01,IFS12_PETROLEUM12,1991-09-01T00:00:00-03:00,1,9,1991,20.0730158730159
1991-10-01,IFS12_PETROLEUM12,1991-10-01T00:00:00-03:00,1,10,1991,21.4460869565217
1991-11-01,IFS12_PETROLEUM12,1991-11-01T00:00:00-03:00,1,11,1991,20.6225396825397
1991-12-01,IFS12_PETROLEUM12,1991-12-01T00:00:00-02:00,1,12,1991,17.6768181818182
1992-01-01,IFS12_PETROLEUM12,1992-01-01T00:00:00-02:00,1,1,1992,17.3942028985507
1992-02-01,IFS12_PETROLEUM12,1992-02-01T00:00:00-02:00,1,2,1992,17.6346666666667
1992-03-01,IFS12_PETROLEUM12,1992-03-01T00:00:00-03:00,1,3,1992,17.4483333333333
1992-04-01,IFS12_PETROLEUM12,1992-04-01T00:00:00-03:00,1,4,1992,18.6327272727273
1992-05-01,IFS12_PETROLEUM12,1992-05-01T00:00:00-03:00,1,5,1992,19.522380952381
1992-06-01,IFS12_PETROLEUM12,1992-06-01T00:00:00-03:00,1,6,1992,20.8683333333333
1992-07-01,IFS12_PETROLEUM12,1992-07-01T00:00:00-03:00,1,7,1992,20.1930434782609
1992-08-01,IFS12_PETROLEUM12,1992-08-01T00:00:00-03:00,1,8,1992,19.6553968253968
1992-09-01,IFS12_PETROLEUM12,1992-09-01T00:00:00-03:00,1,9,1992,20.1871212121212
1992-10-01,IFS12_PETROLEUM12,1992-10-01T00:00:00-03:00,1,10,1992,20.0518181818182
1992-11-01,IFS12_PETROLEUM12,1992-11-01T00:00:00-03:00,1,11,1992,18.8955555555556
1992-12-01,IFS12_PETROLEUM12,1992-12-01T00:00:00-02:00,1,12,1992,17.9824637681159
1993-01-01,IFS12_PETROLEUM12,1993-01-01T00:00:00-02:00,1,1,1993,17.3074603174603
1993-02-01,IFS12_PETROLEUM12,1993-02-01T00:00:00-02:00,1,2,1993,18.1913333333333
1993-03-01,IFS12_PETROLEUM12,1993-03-01T00:00:00-03:00,1,3,1993,18.4976811594203
1993-04-01,IFS12_PETROLEUM12,1993-04-01T00:00:00-03:00,1,4,1993,18.485
1993-05-01,IFS12_PETROLEUM12,1993-05-01T00:00:00-03:00,1,5,1993,18.228253968254
1993-06-01,IFS12_PETROLEUM12,1993-06-01T00:00:00-03:00,1,6,1993,17.4656060606061
1993-07-01,IFS12_PETROLEUM12,1993-07-01T00:00:00-03:00,1,7,1993,16.3
1993-08-01,IFS12_PETROLEUM12,1993-08-01T00:00:00-03:00,1,8,1993,16.4940909090909
1993-09-01,IFS12_PETROLEUM12,1993-09-01T00:00:00-03:00,1,9,1993,15.9334848484848
1993-10-01,IFS12_PETROLEUM12,1993-10-01T00:00:00-03:00,1,10,1993,16.5220634920635
1993-11-01,IFS12_PETROLEUM12,1993-11-01T00:00:00-03:00,1,11,1993,15.24
1993-12-01,IFS12_PETROLEUM12,1993-12-01T00:00:00-02:00,1,12,1993,13.4282608695652
1994-01-01,IFS12_PETROLEUM12,1994-01-01T00:00:00-02:00,1,1,1994,14.1225396825397
1994-02-01,IFS12_PETROLEUM12,1994-02-01T00:00:00-02:00,1,2,1994,13.7625
1994-03-01,IFS12_PETROLEUM12,1994-03-01T00:00:00-03:00,1,3,1994,13.4998550724638
1994-04-01,IFS12_PETROLEUM12,1994-04-01T00:00:00-03:00,1,4,1994,15.0646031746032
1994-05-01,IFS12_PETROLEUM12,1994-05-01T00:00:00-03:00,1,5,1994,16.3480303030303
1994-06-01,IFS12_PETROLEUM12,1994-06-01T00:00:00-03:00,1,6,1994,17.2689393939394
1994-07-01,IFS12_PETROLEUM12,1994-07-01T00:00:00-03:00,1,7,1994,18.0465079365079
1994-08-01,IFS12_PETROLEUM12,1994-08-01T00:00:00-03:00,1,8,1994,17.0744927536232
1994-09-01,IFS12_PETROLEUM12,1994-09-01T00:00:00-03:00,1,9,1994,16.2433333333333
1994-10-01,IFS12_PETROLEUM12,1994-10-01T00:00:00-03:00,1,10,1994,16.5260317460317
1994-11-01,IFS12_PETROLEUM12,1994-11-01T00:00:00-03:00,1,11,1994,17.14
1994-12-01,IFS12_PETROLEUM12,1994-12-01T00:00:00-02:00,1,12,1994,16.2343939393939
1995-01-01,IFS12_PETROLEUM12,1995-01-01T00:00:00-02:00,1,1,1995,16.8804545454545
1995-02-01,IFS12_PETROLEUM12,1995-02-01T00:00:00-02:00,1,2,1995,17.4553333333333
1995-03-01,IFS12_PETROLEUM12,1995-03-01T00:00:00-03:00,1,3,1995,17.3682608695652
1995-04-01,IFS12_PETROLEUM12,1995-04-01T00:00:00-03:00,1,4,1995,18.6558333333333
1995-05-01,IFS12_PETROLEUM12,1995-05-01T00:00:00-03:00,1,5,1995,18.5549275362319
1995-06-01,IFS12_PETROLEUM12,1995-06-01T00:00:00-03:00,1,6,1995,17.320303030303
1995-07-01,IFS12_PETROLEUM12,1995-07-01T00:00:00-03:00,1,7,1995,16.1553968253968
1995-08-01,IFS12_PETROLEUM12,1995-08-01T00:00:00-03:00,1,8,1995,16.5653623188406
1995-09-01,IFS12_PETROLEUM12,1995-09-01T00:00:00-03:00,1,9,1995,16.8136507936508
